#,Segment,Company name,Audit status,HQ country,Market,Segment,Why wrist = must,Pain Score,Funding / revenue,Funding score,Website,E-com type,Last media mention = title + source link with anchor,Coverage score,Priority score,Notes / flags
219.0,Corporate wellness & Remote Patient Monitoring,Castor,Needs verification,Netherlands,US/EU active or B2B platform indicated,Corporate wellness & RPM — Decentralized/hybrid trials,Cloud-based EDC/ePRO/eCOA platform. Integrates with wearables and medical devices but does not deploy proprietary wrist devices as core product.,2.0,"Independent
 https://growjo.com/company/Castor_EDC",1.0,https://www.castoredc.com/,B2B,"Castor Accelerating Global Medical Device Research With Decentralized Clinical Trials Platform — BioSpace, 2025 — https://www.biospace.com/castor-accelerating-global-medical-device-research-with-decentralized-clinical-trials-platform",2.0,5.0,"wrist_device_core=False Wearable/wrist data is referenced, but wrist measurement is indirect or depends on third-party devices. Funding score adjusted 2→1. Original status: Seed-list exception."
220.0,Corporate wellness & Remote Patient Monitoring,dacadoo,Needs verification,Switzerland,US/EU active or B2B platform indicated,Corporate wellness & RPM — Health engagement platform,"DHEP platform integrates with wearables (fitness trackers, smartwatches, BP monitors, glucose monitors). Wrist devices feed Health Score but are not proprietary.",2.0,"Independent
 https://growjo.com/company/dacadoo",1.0,https://www.dacadoo.com/,B2B,"dacadoo Launches Gen 5 of Award-Winning Health Platform — HLTH, May 27, 2025 — https://hlth.com/insights/news/dacadoo-launches-gen-5-of-award-winning-health-platform-2025-05-27",2.0,5.0,"wrist_device_core=False Wearable/wrist data is referenced, but wrist measurement is indirect or depends on third-party devices. Funding score adjusted 2→1. Original status: Seed-list exception."
221.0,Corporate wellness & Remote Patient Monitoring,yulife,Needs verification,United Kingdom,US/EU active or B2B platform indicated,Corporate wellness & RPM — Group insurance wellbeing,App-based wellness and insurance platform with gamification. Integrates fitness tracking via smartphone and third-party wearables. No proprietary wrist device.,2.0,"Independent (strategic investment from Dai-ichi Life)
 https://compworth.com/company/yulife",1.0,https://yulife.com/,B2B,"Sodexo and YuLife Recognise World Wellbeing Week — Insurance Edge, June 27, 2025 — https://insurance-edge.net/2025/06/27/sodexo-and-yulife-recognise-world-wellbeing-week/",2.0,5.0,"wrist_device_core=False Wearable/wrist data is referenced, but wrist measurement is indirect or depends on third-party devices. Funding score adjusted 2→1. Original status: Seed-list exception."
222.0,Corporate wellness & Remote Patient Monitoring,iWOWN,Needs verification,China,International / US-EU presence needs verification,Corporate wellness & RPM — Smartwatch for medical apps,"Manufactures smartwatches and wrist-worn fitness trackers with health monitoring. Offers OEM/ODM B2B services for chronic disease management and senior care, but also sells DTC consumer devices. Wrist devices are core but mixed consumer/medical focus.",2.0,"Shenzhen iWOWN Technology Co., Ltd.
 NOT FOUND",1.0,https://iwownfit.com,B2B+B2C,NOT FOUND (minimal English-language media presence),1.0,4.0,"Chinese manufacturer (Shenzhen). 14 years in industry, 33-200 employees. AI cloud platform for chronic care. Consumer-grade focus with some B2B health offerings. Limited transparency on medical certifications. Potential fit, but wrist measurement criticality is not fully proven."
223.0,Corporate wellness & Remote Patient Monitoring,My Medic Watch,Needs verification,Australia,International / US-EU presence needs verification,Corporate wellness & RPM — Provider monitoring via smartwatches,"Mobile app that connects to wrist-worn wearables (Apple Watch, etc.) for fall detection, seizure alert, and cardiac event monitoring. Not a hardware manufacturer — software layer on third-party wrist devices.",2.0,"None (independent)
 NOT FOUND",1.0,https://www.mymedicwatch.com,B2C,NOT FOUND (minimal media presence),1.0,4.0,"Unfunded Australian startup (Sydney, founded 2016). No revenue data. Software/app-based solution, not a device manufacturer. 561 LinkedIn followers. Patented AI for event detection but requires third-party wrist hardware. Potential fit, but wrist measurement criticality is not fully proven. Original status: Seed-list exception."
224.0,Corporate wellness & Remote Patient Monitoring,THREAD,Needs verification,United States,US/EU active or B2B platform indicated,Corporate wellness & RPM — DHT decentralized trials,Platform supports pre-built integrations with wearables and medical devices but no proprietary wrist device. Integrates third-party wearables for DCT/eCOA data capture.,2.0,"JLL Partners / Water Street (private equity backed)
 https://tracxn.com/d/companies/thread/__Bq3zZ6N4vfHJKXH3ZACKkn_aBxOv4GW3Y6N87XFAwWs",1.0,https://www.threadresearch.com/,B2B,"THREAD Press Releases (latest March 2026) — THREAD, March 2026 — https://www.threadresearch.com/press-releases",1.0,4.0,"wrist_device_core=False Wearable/wrist data is referenced, but wrist measurement is indirect or depends on third-party devices. Funding score adjusted 2→1. Original status: Seed-list exception."
225.0,Smart jewelry & tech accessories,Omate,Needs verification,Hong Kong (China),Global / online marketplace,Smart jewelry & tech accessories — Kids safety smartwatch,Omate designs and manufactures smartwatches and smart rings worn on the wrist; flagship TrueSmart was a standalone Android smartwatch; also offers OEM/ODM wearable design for fashion brands,2.0,NOT FOUND (private seed-stage company),1.0,https://www.omate.com,"DTC, B2B (OEM/ODM for fashion brands)","Omate takes the wraps off of two smartwatches — PhoneArena, 2016",1.0,4.0,"Original status: Qualified. Scores recalculated from original priority 5: pain 2->2, funding 2->1, coverage 1->1. Audit flag: verify active US/EU sales, current product availability, or source strength before moving to Qualified. Founded 2013. Seed-funded by 500 Global. Hong Kong-based wearable design manufacturer. Known for TrueSmart standalone smartwatch (2013 Kickstarter, raised 18K). Also produces smart rings and IoT devices. Has pivoted toward B2B wearable design for fashion/jewelry brands. Low recent media presence."
226.0,Smart jewelry & tech accessories,Safelet,Needs verification,Netherlands (Amsterdam),EU / UK / EEA,Smart jewelry & tech accessories — Safety bracelet,Safelet is a safety bracelet worn on the wrist; pressing the SOS button activates an alarm and notifies guardians with live GPS location and sound recording,2.0,"NOT FOUND (private, likely pre-revenue/small)",1.0,https://www.safelet.com,DTC,"Safelet - Personal Safety Alarm (company website, active 2025-2026)",1.0,4.0,"Original status: Qualified. Audit flag: verify active US/EU sales, current product availability, or source strength before moving to Qualified. Amsterdam-based startup. Safety bracelet with SOS button connecting to guardian network via smartphone app. Features: GPS location sharing, audio recording, guardian alerts. Available on Google Play and iOS. Crowdfunded via Indiegogo. Limited recent media presence — may be dormant or low-activity."
227.0,Medical wearables,Nihon Seimitsu Sokki / Nissei,Fail,Japan,"Wrist blood pressure monitors, pulse oximeters, thermometers",Home healthcare devices,Multiple cuff sizes available. Wrong size directly affects measurement accuracy.,2.0,"Private, 70+ year old company. Revenue undisclosed but listed among top global BP monitor players alongside Omron, A&D, Microlife. Estimated $50-150M.",2.0,https://www.nissei-kk.co.jp/english/,B2B,"Nissei blood pressure monitors — [NIHON SEIMITSU SOKKI CO., LTD.](https://www.nissei-kk.co.jp/english/medical/) — 2025",2.0,6.0,"FILTER PASS: Private company (not public, not Series B+). Founded 1950, very established Japanese manufacturer. Supplies components to Sony, Omron, Canon, Sanyo, Seiko, Samsung. FDA 510(k) clearance for wrist BP (K080177). Global distribution but likely low on innovation/startup metrics."
228.0,Medical wearables,Bosch + Sohn / boso,Fail,Germany,Wrist and upper arm blood pressure monitors,"Home healthcare devices, clinical BP monitoring",boso medicus X comes with multiple cuff size options. Wrong size directly affects measurement accuracy.,2.0,Private family-owned German manufacturer. Revenue undisclosed but established niche player in BP monitoring. Estimated $10-50M.,2.0,https://www.boso.de,B2C retail,[boso medicus X — Testsieger Stiftung Warentest 9/2020](https://www.boso.de/en/testseite-praxis?tx_bosoprodukte_bosoprodukte[action]=show&tx_bosoprodukte_bosoprodukte[controller]=Produkt&tx_bosoprodukte_bosoprodukte[produkt]=2&cHash=d5df0bc781ab1eb59738c2f923a521a1) — boso.de,2.0,6.0,"FILTER PASS: Private company (not public, not Series B+). Founded 1965, spin-off from Bosch & Speidel. Well-respected German brand with Stiftung Warentest awards. Focused exclusively on BP monitoring and cardiovascular diagnostics. Strong European presence but limited global brand recognition."
229.0,Medical wearables,Microlife,Fail,Switzerland / Taiwan,Global market,Wrist BP Monitor (consumer + clinical),Upper-arm and wrist BP monitors with Cuff Fit Check. Episodic measurements only.,2.0,"Private company. Revenue not disclosed. Global presence (Switzerland HQ, Taiwan manufacturing). Est. $100M+ revenue based on market position. Needs verification. Source: https://en.wikipedia.org/wiki/Microlife_Corporation",2.0,https://www.microlife.com,B2C retail,Microlife at ESC Congress 2026 — Microlife News — https://www.microlife.com/company/news-and-events,1.0,5.0,"Passed (needs revenue verification). Large private, 40+ year old company. Global presence but limited media visibility. Flag: revenue data from PitchBook needed."
230.0,Medical wearables,CardiacSense,Fail,Israel,Global market,"Medical Watch (ECG, PPG, SpO₂, BP, arrhythmia)",Adjustable band with optical PPG sensors. Snug contact needed for accurate readings. Does not measure BP.,2.0,Total raised ~$24.4M. Recent round ~$1-5M. Valuation dropped 85%. Source: https://techtime.news/2025/07/04/cardiacsense/,1.0,https://cardiacsense.com,B2B,"Garmin, Coros Settle CardiacSense Patent War Over Smartwatch Heart Tech — The5KRunner — Nov 13, 2025 — https://the5krunner.com/2025/11/13/garmin-coros-cardiacsense-patent-settlement-smartwatch-heart-tech/",2.0,5.0,"FILTER EDGE CASE: Early stage. Recent round only $1-5M, valuation down 85%. Likely Series A equivalent. Exclude."
231.0,Medical wearables,American Diagnostic Corp / ADC,Fail,USA,"Wrist BP monitors + professional diagnostic instruments (stethoscopes, thermometers, EENT)",Wrist Blood Pressure Monitor,"Proprietary Size Guide marking system with multiple cuff sizes (adult, large). Wrong size risks inaccurate readings.",2.0,"Est. $14.8M–$20.3M annual revenue; ~42–50 employees. Privately held, no VC funding, no institutional rounds.",2.0,https://www.adctoday.com,B2B,ADC Advantage line of digital blood pressure monitors launched — ADC Today — https://www.adctoday.com/,1.0,5.0,"FILTER PASS: Private US company, not public, no Series B+. No VC/PE backing. Founded ~1984. Core business is professional diagnostic instruments; wrist BP is a minor SKU. Low web traffic. No recent media coverage beyond product listings."
232.0,Medical wearables,Greater Goods,Fail,USA,"Connected wrist BP + upper arm BP monitors (Bluetooth/app), consumer health devices",Connected Wrist Blood Pressure Monitor,Wide-Range Cuff (8.7–16.5 in) with two size options. Wrong size affects reading accuracy.,2.0,"Est. ~$5.6M annual revenue; ~56–60 employees. Privately held, bootstrapped. No VC funding found.",1.0,https://www.greatergoods.com,Both (D2C + B2B),The 3 Best Blood Pressure Monitors for Home Use in 2026 — NYTimes Wirecutter — https://www.nytimes.com/wirecutter/reviews/best-blood-pressure-monitors-for-home-use/,2.0,5.0,"FILTER PASS: Private US company, not public, no Series B+. Bootstrapped. Strong consumer product reviews (Wirecutter 5x picks including 2026) but no institutional business/financial media coverage (no WSJ/Bloomberg/TC/Reuters). Wirecutter is trade/consumer review, not financial press."
233.0,Medical wearables,Uebe Medical GmbH (Visomat),Fail,Germany,Germany + EU (primarily DACH region),Wrist BP monitors (visomat Handy) + arm BP monitors + thermometers,Multiple cuff sizes across visomat/visocor brands. Different sizes matter for measurement accuracy.,2.0,"PRIVATE German GmbH, founded 1920s. ~8 employees (RocketReach). Revenue not publicly disclosed; estimated <€5M based on company size. North Data shows financials available only to premium subscribers. NO evidence of Series B+ funding. Very small, traditional family-owned German medical device manufacturer.",1.0,https://www.uebe.com / https://www.visomat.de,B2B,UEBE Medical — 135 years of precision and trust in medical technology — LinkedIn — 2026 — https://www.linkedin.com/posts/uebe-medical-gmbh_uebemedical-madeingermany-medicaltechnology-activity-7427436457889452032-ZA2X,1.0,4.0,"FILTER PASS: Private company with no Series B+ funding. ~8 employees, estimated <€5M revenue. Very small traditional German medical device company. visomat brand has legacy recognition in German pharmacies but minimal growth or innovation signals. visomat Handy wrist BP is a basic commodity product. Below all thresholds for B2B consideration."
234.0,Medical wearables,Veridian Healthcare,Fail,USA,"Wrist BP monitors + home diagnostic equipment (thermometers, pulse oximeters, nebulizers)",Wrist Blood Pressure Monitor,Different cuff sizes available (adult standard). Improper fit affects readings.,2.0,Est. ~$6.4M annual revenue; ~50–56 employees. Privately held since founding in 2009. No VC funding.,1.0,https://www.veridianhealthcare.com,B2B,"Review Veridian Healthcare 01–554 SmartHeart Automatic Digital Blood Pressure Arm Monitor — Medium — Oct 20, 2025 — https://medium.com/review-home-appliance/review-veridian-healthcare-01-554-smartheart-automatic-digital-blood-pressure-arm-monitor-e1030b1c0db1",1.0,4.0,"FILTER PASS: Private US company, not public, no Series B+. Small revenue (~$6.4M). Importer/distributor model, not manufacturer. No meaningful media coverage; Bloomberg profile is automated directory listing only. Declining web traffic."
